,Title,Date,Sentiment_VADER,Sentiment_TextBlob,Sentiment_Average
854,Tesla CEO Elon Musk Takes a 9% Stake in Twitter - Voice of America - VOA News,2022-04-04,0.0,0.0,0.0
848,Tesla falls from top of US residential solar installer rankings - pv magazine International,2022-04-04,0.2023,0.25,0.22615000000000002
858,Tesla providing job and education opportunities to Central Texans - KVUE.com,2022-04-04,0.3818,0.0,0.1909
870,GM and Honda to produce 'attainable EVs' in bid to surpass Tesla ... - Reuters,2022-04-05,0.0,0.0,0.0
872,Taiwan's 'baby Tesla' of scooters heads to Wall Street - CNN,2022-04-05,0.0,0.0,0.0
871,Why Does This Man's Tesla Keep Detecting Activity In An ... - IFLScience,2022-04-05,0.0,0.0,0.0
869,The View's Whoopi Goldberg Calls Out Elon Musk Over Tesla Issues - TheWrap,2022-04-05,0.0,0.0,0.0
863,"Elon Musk Jumps to Fix Tesla Glitch ""Damaging Users' Hearing"" - Futurism",2022-04-05,-0.5106,0.0,-0.2553
867,How many Teslas are there in Australia? - CarsGuide,2022-04-05,0.0,0.5,0.25
862,Singaporean drives his Tesla Model 3 SR+ from Tuas to Penang on ... - Paul Tan's Automotive News,2022-04-05,0.0,0.0,0.0
865,Tesla Model 3 EV becomes 17% costlier in this country - HT Auto,2022-04-05,0.0,0.0,0.0
864,Not just Tesla: Hertz expands EV plan - E&E News by POLITICO,2022-04-05,0.1027,0.0,0.05135
868,'The View' Host Whoopi Goldberg Calls Out Elon Musk for ... - Yahoo Entertainment,2022-04-05,0.4215,0.0,0.21075
882,Tesla Auto Repair facility set to come to Lenexa off Lackman Road - Shawnee Mission Post,2022-04-06,0.0,0.0,0.0
881,New Tesla factory another win for business-friendly Texas - Tech Xplore,2022-04-06,0.5859,0.4681818181818182,0.5270409090909091
880,Tesla supplier CATL’s battery facility in Germany takes a step towards deployment - TESLARATI,2022-04-06,0.0,0.0,0.0
879,Toyota adopts Tesla’s camera-only approach to self-driving development - TESLARATI,2022-04-06,0.1779,0.0,0.08895
877,Why has Tesla CEO Elon Musk acquired a stake in Twitter? - Business Chief North America,2022-04-06,0.0,0.0,0.0
876,Ex-Tesla director to Twitter on Musk: 'Put on your track shoes' - Business Insider,2022-04-06,0.0,0.0,0.0
875,Pressure Mounts On Elon Musk To Stop Using Russian Gas At Tesla’s Berlin Gigafactory - Torque News,2022-04-06,-0.5267,0.0,-0.26335
874,Group raises environmental concerns about Tesla gigafactory's grand opening party - KVUE.com,2022-04-06,0.6908,0.5,0.5953999999999999
873,Tesla's Water Worries Don't End In Berlin; Giga Texas In Booming ... - Forbes,2022-04-06,-0.4215,0.0,-0.21075
866,Tesla Model Y leads in Norway as new EV sales reach breathtaking 86 per cent of market - The Driven,2022-04-06,0.128,0.5681818181818181,0.34809090909090906
878,Del Valle ISD continues partnership with Tesla as Giga Texas hosts ... - Spectrum News,2022-04-06,0.0,0.0,0.0
890,Tesla Model 3 prices increased again - Fox Business,2022-04-07,0.2732,0.0,0.1366
892,"Tesla's Long, Winding Road to Getting Europe's Approval for FSD - Bloomberg",2022-04-07,0.4767,-0.05,0.21335
889,Biden Finally Acknowledges Tesla and Includes Elon Musk in an Electric Vehicles Meeting - Observer,2022-04-07,0.0,0.0,0.0
891,How Tesla's Engineering-First Approach Beats the Competition - The Motley Fool,2022-04-07,-0.4404,0.6,0.07979999999999998
887,Big Tesla shareholder: Musk's Twitter stake is 'meaningless' - Business Insider,2022-04-07,0.0,-0.25,-0.125
884,Tesla grand opening brings opportunity to Del Valle community - FOX 7 Austin,2022-04-07,0.7003,0.5,0.60015
885,Tesla CEO Elon Musk hosts 'Cyber Rodeo' party to open Austin factory - CNBC,2022-04-07,0.4019,0.0,0.20095
888,"Like Tesla, Toyota develops self-driving tech with low-cost cameras - Reuters",2022-04-07,0.3612,0.0,0.1806
883,Longtime Tesla bull Ron Baron plans to hold the stock at least another 8 years - CNBC,2022-04-07,0.0,-0.3,-0.15
886,Musk promises 'dedicated robotaxi' with futuristic look from Tesla - Reuters,2022-04-07,0.6808,0.0,0.3404
894,Elon Musk says 194 billion hamsters can fit in Tesla's Texas factory - Business Insider,2022-04-08,0.3612,0.4,0.38060000000000005
893,Tesla officially opens Texas Gigafactory - The Verge,2022-04-08,0.0,0.0,0.0
901,Tesla parties hard east of Austin — here's what to know - The Business Journals,2022-04-08,0.3182,-0.2916666666666667,0.013266666666666649
900,Elon Musk Has 3 Rules for Managers. Here's a Closer Look at His ... - Entrepreneur,2022-04-08,0.0,0.0,0.0
902,Fly through a stamping machine on a drone tour of Tesla Berlin plant - Autoblog,2022-04-08,0.0,0.8,0.4
898,Elon Musk Promises Tesla Cybertruck Deliveries Next Year - Road & Track,2022-04-08,0.3818,0.0,0.1909
897,Musk Says Tesla Semi Coming Next Year - Transport Topics,2022-04-08,0.0,0.0,0.0
896,Elon Musk says Tesla may have to get into the lithium business because costs are so 'insane' - CNBC,2022-04-08,0.0,-1.0,-0.5
895,Tesla's weird Cyber Rodeo event: All the highlights - Mashable,2022-04-08,-0.1779,-0.5,-0.33895
899,"Tesla, Block and Blockstream team up to mine bitcoin off solar power in Texas - CNBC",2022-04-08,-0.4404,0.0,-0.2202
903,Elon Musk Teases 'Big Short' Investor Michael Burry About Tesla Short - Markets Insider,2022-04-09,-0.296,0.0,-0.148
905,Musk says Tesla will build vehicle designed to be a robotaxi - Spectrum News,2022-04-09,0.0,0.0,0.0
906,Elon Musk and Tesla Promise a New and Futuristic Car - TheStreet,2022-04-09,0.3182,0.13636363636363635,0.22728181818181817
907,"Tesla returns were supposed to be easy, but this customer has been waiting more than 2 years for a Model X refund - CNBC",2022-04-09,0.2382,0.4666666666666667,0.3524333333333333
908,Could This Company Be The Tesla Of Trucks? - Forbes,2022-04-09,0.0,0.0,0.0
909,Can You Help Identify This Truck That Hit A Tesla Model 3 And Fled The Scene? - CarScoops,2022-04-09,0.4019,0.0,0.20095
910,What's the Difference Between a Tesla Destination Charger and a ... - MotorBiscuit,2022-04-09,0.0,0.0,0.0
904,Elon Musk Admitted He Didn't Think Tesla Would Make It. Here's ... - Inc.,2022-04-09,0.1027,0.0,0.05135
918,Car makers can't pull off the same trick as Tesla - The Telegraph,2022-04-10,-0.0516,0.0,-0.0258
919,Tesla Model 3: Faut-il craquer pour la fonction Boost? - Tesla Magazine,2022-04-10,0.4019,0.0,0.20095
917,"Tesla to recall 127,785 Model 3s in China over faulty semiconductor components - HT Auto",2022-04-10,-0.3182,0.0,-0.1591
915,Tesla Bursts Into Flames After Witnesses Say It Hit A Tree In Nashua - Patch,2022-04-10,0.0,0.0,0.0
914,Elon Musk unveils vision for Twitter after joining board - The Guardian,2022-04-10,0.25,0.0,0.125
912,Tesla Inaugurates Huge Texas Plant With 'Cyber Rodeo' - Voice of America - VOA News,2022-04-10,0.3182,0.4000000000000001,0.35910000000000003
916,Tesla bull predicts between 5 to 10 new gigafactories in the next two ... - Yahoo Finance,2022-04-10,0.0,0.06818181818181818,0.03409090909090909
929,Tesla: Roboter auf Rädern – netzpolitik.org - netzpolitik.org,2022-04-11,0.0,0.0,0.0
928,"Tesla Driver Hits Gas Not Brakes, Launches Onto Jetty - Road & Track",2022-04-11,0.0,0.0,0.0
927,"China Auto Sales Crash as Covid Curbs Take Toll on Tesla, VW - Asia Financial",2022-04-11,-0.4019,0.0,-0.20095
925,"Next-gen Tesla Roadster production to start next year, says Elon Musk - Tesla Oracle - Elon Musk, Tesla, SpaceX News",2022-04-11,0.0,0.0,0.0
926,Watch the Tesla Cybertruck's Rear-Wheel Steering in Action - The Drive,2022-04-11,0.0,0.1,0.05
923,BMW i4 Review: Is it better than the Tesla Model 3? - BMWBLOG,2022-04-11,0.4404,0.5,0.4702
922,"Top Non-Tesla Electric Cars In USA Had Under 30,000 Sales In 2021 - CleanTechnica",2022-04-11,0.2023,0.5,0.35115
921,Former Tesla owner still paying for returned car 2 years later: report - Business Insider,2022-04-11,0.0,0.0,0.0
920,Tesla CEO Elon Musk won’t join Twitter’s board after all - NewsNation Now,2022-04-11,0.296,0.0,0.148
913,Elon Musk says Tesla's ready for more products - Automotive News,2022-04-11,0.3612,0.35,0.3556
924,"Tesla proposes 100,000 square foot facility in St. Pete - St. Pete Rising",2022-04-11,0.0,0.0,0.0
937,PUREFLOW® Releases Instructional Video for HEPA filter ... - PR Newswire,2022-04-12,0.0,0.0,0.0
939,Tesla Car Uses Technology to Spot a Ghost in a Graveyard - 99.9 KTDY,2022-04-12,-0.5423,0.0,-0.27115
938,Victorian Tesla electric car uptake more than doubles in first quarter 2022 - The Driven,2022-04-12,0.0,0.375,0.1875
936,Tesla fans struggle to get loved ones on board with ‘full self-driving’ - The Mercury News,2022-04-12,0.3818,0.5249999999999999,0.4533999999999999
930,Tesla Roadster reservations are back — with a big deposit - Yahoo Finance,2022-04-12,0.0,0.0,0.0
934,Ark's Wood remains bullish on Tesla as U.S. recession fears rise - Reuters,2022-04-12,-0.6808,0.0,-0.3404
933,Simple But Important Maintenance Many Tesla Owners Forget - CleanTechnica,2022-04-12,-0.0387,0.3,0.13065
932,"The ultimate drag racing battle: Tesla Model S Plaid vs. 1200 hp ... - Tesla Oracle - Elon Musk, Tesla, SpaceX News",2022-04-12,-0.5423,-0.05,-0.29615
931,"Tesla adds $1000 to the prices of Model 3 Dual Motor variants - Tesla Oracle - Elon Musk, Tesla, SpaceX News",2022-04-12,0.0,0.0,0.0
935,"Tesla is taking $50,000 deposits on the Roadster - Fox Business",2022-04-12,0.0,0.0,0.0
946,Tesla Model Y with larger battery is coming and cheaper than you ... - Pocket-lint,2022-04-13,0.0,0.0,0.0
947,"Vivaris Capital, LLC Partners with The Tesla Foundation to Form ... - PR Newswire",2022-04-13,0.0,0.0,0.0
945,Tesla trademarks a fan’s idea for a Cybertruck-inspired backpack - TESLARATI,2022-04-13,0.0,0.0,0.0
949,Can I Buy Shares of Tesla in My Roth IRA? - The Motley Fool,2022-04-13,-0.1779,0.6,0.21105
944,Tesla pushes off-peak charging hours in California back to 9 PM - TESLARATI,2022-04-13,0.0,0.0,0.0
942,Tesla has started accepting orders for the Roadster - www.electrive.com,2022-04-13,0.3818,0.0,0.1909
941,Tesla’s 6 Factories Are A New Phase Of Its Future - CleanTechnica,2022-04-13,0.0,0.06818181818181818,0.03409090909090909
959,"Irvine, California man says car computer on his new Tesla froze, causing vehicle to be stuck at 83 mph on freeway - KTRK-TV",2022-04-14,-0.2023,0.13636363636363635,-0.03296818181818183
958,Tesla's Elon Musk unveils the largest factory in the world - BizNews,2022-04-14,0.0,0.0,0.0
957,Tesla issues second recall to disable 'Boombox' function - Fox Business,2022-04-14,0.0,0.0,0.0
956,The Mercedes-Benz EQXX EV demo is the latest flex against Tesla - TechCrunch,2022-04-14,0.0,0.5,0.25
955,Driver claims computer on his Tesla froze while traveling 83 mph on ... - USA TODAY,2022-04-14,0.0,0.0,0.0
943,"Irvine, California man says car computer on his new Tesla froze, causing vehicle to be stuck at 83 mph on freeway - WABC-TV",2022-04-14,-0.2023,0.13636363636363635,-0.03296818181818183
953,Musk says U.S. SEC 'bastards' forced settlement over Tesla tweets - Reuters,2022-04-14,-0.4588,-0.2,-0.3294
952,Tesla CEO Elon Musk offers to buy Twitter for $43 billion - Oregon Public Broadcasting,2022-04-14,0.0,0.05,0.025
951,Tesla's Musk raised billions ahead of Twitter bid - Reuters,2022-04-14,0.0,0.0,0.0
950,Tesla shares dip after CEO Elon Musk makes bid to buy Twitter - CNBC,2022-04-14,0.296,0.0,0.148
940,"Judge finds Tesla liable to Black former worker who alleged bias, but slashes payout - CNBC",2022-04-14,-0.34,-0.09166666666666667,-0.21583333333333335
948,"Mercedes EV breaks 1,000 km range barrier to outdo Tesla | Mint - Mint",2022-04-14,-0.128,0.0,-0.064
954,Elon Musk says the SEC's investigations into Tesla are 'like having a ... - The Verge,2022-04-14,0.3612,-0.1,0.1306
969,"Tesla makes quick work of water-polluting leak at Giga Berlin, authorities give all-clear - TESLARATI",2022-04-15,-0.34,0.3333333333333333,-0.003333333333333355
968,Up Close With the 2023 VinFast VF 8: A Budget Tesla Model Y? - Cars.com,2022-04-15,0.0,0.0,0.0
967,"Mercedes-Benz EV threatens Tesla with record 1,000 KM on single charge - ETAuto",2022-04-15,-0.3818,-0.07142857142857142,-0.2266142857142857
966,People Are Recreating the Viral Tesla Jump as Police Still Search ... - The Drive,2022-04-15,0.0,0.0,0.0
964,Tesla issues second recall to disable 'Boombox' function - KTVU FOX 2 San Francisco,2022-04-15,0.0,0.0,0.0
963,Man Says His Tesla Got Stuck at 83 MPH on the Highway - Futurism,2022-04-15,-0.25,0.0,-0.125
962,Tesla looks to resume production at Shanghai plant on April 18 - Reuters,2022-04-15,0.0,0.0,0.0
961,"Tesla wants to resume production in Shanghai on April 18, sources say - CNN",2022-04-15,0.0,0.2,0.1
965,"Elon Musk’s TED Talk: AI, Tesla & The SEC, His Love For Humanity - CleanTechnica",2022-04-15,0.6369,0.2,0.41845
960,Is The End Near For Tesla And Other Meme-Stocks? - Forbes,2022-04-15,0.0,-0.012499999999999997,-0.006249999999999999
976,Elon Musk's 'motivating philosophy' revolves around several questions - Business Insider,2022-04-16,0.4939,0.0,0.24695
979,"Peugeot, Tesla cars recalled in France as faults raise risk of crashes - The Connexion",2022-04-16,-0.6369,0.0,-0.31845
977,Texas Slaps Down Tesla Fast Charger Plan - CleanTechnica,2022-04-16,0.0,0.022222222222222213,0.011111111111111106
974,Cathie Wood Sees Tesla Being Worth Nearly $5 Trillion in 2026 - TheStreet,2022-04-16,0.2263,0.2,0.21315
973,"Tesla’s Giant Solar & Energy Facility Near Las Vegas Has 528,084 Solar Panels - CleanTechnica",2022-04-16,0.2732,0.05,0.1616
975,Tesla Vehicle Bursts Into Flames For A Second Time This Week In ... - Patch,2022-04-16,0.0,0.0,0.0
971,Forget Twitter: Elon Musk has his hands full keeping Tesla on the road - The Guardian,2022-04-16,-0.2263,0.35,0.06184999999999999
970,Judge rules Musk's tweets over taking Tesla private were false ... - Reuters,2022-04-16,0.0,-0.20000000000000004,-0.10000000000000002
972,Why Tesla’s Elon Musk wants to make Twitter’s algorithm ‘open ... - The Washington Post,2022-04-16,0.0,0.1,0.05
980,Tesla will no longer include mobile connectors with every car - The Verge,2022-04-17,-0.296,0.0,-0.148
981,Tesla will no longer include a mobile charger with new vehicle purchases - Engadget,2022-04-17,-0.296,0.13636363636363635,-0.07981818181818182
982,Tesla stops selling its electric cars with 'wasteful' charging cable as ... - Notebookcheck.net,2022-04-17,-0.1531,0.0,-0.07655
983,Tesla Stockholders Ask Judge to Silence Musk in Fraud Case - Voice of America - VOA News,2022-04-17,-0.5859,0.0,-0.29295
985,"Tesla Led The Way, And Now Legacy Automakers — & Their Loyal Customers — Want In - CleanTechnica",2022-04-17,0.5267,0.3333333333333333,0.4300166666666666
986,Tesla’s Most Noteworthy Achievement Is Not What You Think It Is - CleanTechnica,2022-04-17,0.0,0.5,0.25
987,Super-Runner Outlasts Tesla Model 3 By 100 Feet - CarBuzz,2022-04-17,0.0,0.0,0.0
988,"Watch A 2,500 Hp Donk Take On A Tesla Model S Plaid - HotCars",2022-04-17,0.0,0.0,0.0
978,Incentives for electric vehicles don't account for market complexity or production emissions - The Dallas Morning News,2022-04-17,0.3182,0.0,0.1591
996,"Musk can't afford Twitter, would need loan against Tesla stock: expert - Business Insider",2022-04-18,0.0,0.0,0.0
998,"Tesla, like Apple, will now make you buy a charger for your car separately - Yahoo Finance",2022-04-18,0.3612,0.0,0.1806
997,Taking Delivery Of Your 1st Tesla (Or Other EV) Soon? What Do You Need To Know? - CleanTechnica,2022-04-18,0.0,-0.125,-0.0625
995,PG&E's Tesla Megapack battery in California now operational - The Associated Press,2022-04-18,0.0,0.0,0.0
989,Tesla stops selling electric cars with chargers included - Business Insider,2022-04-18,-0.1531,0.0,-0.07655
993,Tesla (TSLA) to Retain Earnings Beat Streak in Q1 Amid Chip Woes - Yahoo Finance,2022-04-18,-0.4404,0.0,-0.2202
992,"Elon Musk says SpaceX, Tesla, Neuralink, Boring Co are 'philanthropy' - Business Insider",2022-04-18,-0.3182,-1.0,-0.6591
991,Tesla sets disappointing EV precedent by removing included ... - MobileSyrup,2022-04-18,-0.4939,-0.6,-0.54695
990,Tesla is no longer delivering new cars with charging cables - Autoblog,2022-04-18,-0.296,0.13636363636363635,-0.07981818181818182
984,BMW on Tesla EV reign: ‘That's over' - Automotive News,2022-04-18,0.0,0.0,0.0
994,Tesla says it’s also being investigated by federal equal employment agency - TechCrunch,2022-04-18,0.0,0.0,0.0
1008,"Tesla bulls Ark Invest predicts shares will reach $4,600 by 2026 - TESLARATI",2022-04-19,0.3182,0.0,0.1591
1007,"Tesla confirms the cutoff date for discontinuing the Mobile Connector ... - Tesla Oracle - Elon Musk, Tesla, SpaceX News",2022-04-19,0.0,0.0,0.0
1006,PG&E’s Tesla Megapack battery energy storage system goes online in Moss Landing - The Mercury News,2022-04-19,0.2732,0.0,0.1366
1002,"Tesla resumes production at Shanghai factory, Xinhua reports - Reuters",2022-04-19,0.0,0.0,0.0
1003,Volkswagen is coming for Tesla. Here's how it plans to dominate the US market - CNN,2022-04-19,-0.128,0.0,-0.064
1001,Shanghai's Covid Lockdown Deals A Blow To Elon Musk's Tesla ... - Forbes,2022-04-19,0.0,0.0,0.0
1000,"Tesla Shanghai workers to eat, sleep on factory floor: report - Business Insider",2022-04-19,0.0,0.0,0.0
1004,Judge Reduces $137 Million Race Harassment Verdict Against ... - California Employment Law Update,2022-04-19,-0.4404,0.0,-0.2202
1005,Tesla asks judge to pause suit alleging ‘rampant racism’ against Black workers - The Guardian,2022-04-20,0.0,-0.16666666666666666,-0.08333333333333333
1018,Elon Musk Likely Getting $23 Billion In Options After Tesla's Record ... - Forbes,2022-04-20,0.0,0.0,0.0
999,Tesla shareholders try to get Elon Musk to just stop - CNN,2022-04-20,-0.296,0.0,-0.148
1016,Tesla giving high school grads opportunity to work full-time at Giga ... - KEYE TV CBS Austin,2022-04-20,0.6369,0.16,0.39845
1015,Musk says Tesla aspires to mass produce robotaxis by 2024 - TechCrunch,2022-04-20,0.0,0.0,0.0
1014,Tesla workers in Shanghai will reportedly sleep and eat in the ... - The Verge,2022-04-20,0.0,0.0,0.0
1013,Tesla earnings: Elon Musk addresses Shanghai Gigafactory closure ... - The Washington Post,2022-04-20,0.0,0.0,0.0
1012,Breakingviews - Musk's Twitter tilt comes at bad time for Tesla - Reuters,2022-04-20,-0.5423,-0.6999999999999998,-0.6211499999999999
1011,Tesla profits surge as EV maker races past rising material costs - Al Jazeera English,2022-04-20,0.4404,-0.125,0.1577
1010,Tesla earned over $3 billion in profit in the first quarter - The Verge,2022-04-20,0.4404,0.25,0.3452
1009,Tesla reports $18.76 billion in revenue and record margins in Q1 - CNBC,2022-04-20,0.0,0.0,0.0
1028,Tesla Cybertruck and Semi are candidates for 800-volt architecture - TESLARATI,2022-04-21,0.0,0.0,0.0
1027,Elon Musk re-clarifies story of Tesla’s early days and how it was founded - TESLARATI,2022-04-21,0.0,0.1,0.05
1026,"Australian scientists to fit Tesla with printed solar panels in 15,000-kilometer test ride - CNN",2022-04-21,0.3612,0.2,0.2806
1025,"Rivian, Tesla & GM prep for predicted shortage of EV battery ... - Repairer Driven News",2022-04-21,-0.25,0.0,-0.125
1019,Elon Musk poised to collect $23bn bonus as Tesla beats targets - The Guardian,2022-04-21,0.6705,0.0,0.33525
1023,Elon Musk says Tesla's humanoid Optimus robot 'will be worth more than the car business' - CNBC,2022-04-21,0.2263,0.4,0.31315000000000004
1022,Musk Forms 'X Holdings' After Hints at a Parent Company for Tesla ... - Bloomberg,2022-04-21,0.0,0.0,0.0
1021,Tesla's lush profit margin raises sustainability doubts in Wall Street - Reuters,2022-04-21,0.1779,0.1,0.13895000000000002
1020,3 Reasons Why Tesla’s Monster Earnings Will Help It Keep ... - The Motley Fool,2022-04-21,-0.0516,0.6,0.2742
1017,This solar-powered Tesla could be the future of electric cars - Euronews,2022-04-21,0.0,0.0,0.0
1024,"Almost half of Tesla EVs produced in Q1 had no nickel, cobalt in ... - S&P Global",2022-04-21,-0.296,-0.08333333333333333,-0.18966666666666665
1037,XPeng P5 Electric Sedan Is Cheaper Than Tesla Model 3 In Europe - CarNewsChina.com,2022-04-22,0.0,0.0,0.0
1036,Could Polestar Become the Next Tesla? - The Motley Fool,2022-04-22,-0.4404,0.3,-0.07020000000000001
1035,Why Tesla Could Be a $10 Trillion Company in 20 Years - The Motley Fool,2022-04-22,-0.4404,0.6,0.07979999999999998
1032,"Tesla Model Y Operator Appears To ""Summon"" Car Straight Into a Parked Jet - MotorTrend",2022-04-22,0.2263,0.2,0.21315
1033,Tesla's impressive profit margin raises doubts among Wall Street analysts - Business Today,2022-04-22,0.6124,1.0,0.8062
1029,"Elon Musk may combine Tesla, SpaceX and Twitter into new 'super ... - New York Post",2022-04-22,0.5994,0.202020202020202,0.400710101010101
1034,"Tesla Insurance expands to 3 more states, begins underwriting its ... - Repairer Driven News",2022-04-22,0.1027,0.5,0.30135
1048,"Grand Cherokee 4xe review, 800V Tesla Cybertruck, Lexus RZ ... - Green Car Reports",2022-04-23,0.4588,0.15,0.3044
1046,Nezha S Is Another Tesla Model 3 Rival From China With Serious Intentions - CarScoops,2022-04-23,-0.0772,-0.3333333333333333,-0.20526666666666665
1045,Britain’s Tesla hopes for big things from ‘microfactories’ - The Guardian,2022-04-23,0.4215,0.0,0.21075
1044,"Elon Musk miffed with Bill Gates for shorting Tesla stocks, trolls him with distasteful meme - India Today",2022-04-23,0.0,-0.5,-0.25
1043,"Tesla, Toyota, Honda finally file correct amicus brief--which doesn't ... - FOSS Patents",2022-04-23,0.0,0.0,0.0
1047,Mom Charged With Murder; Tesla Catches On Fire ... Again! Nearby ... - Patch,2022-04-23,-0.8478,0.0,-0.4239
1041,Tesla Considering 800-Volt Systems For Semi & Cybertruck - CleanTechnica,2022-04-23,0.0,0.0,0.0
1040,Tech CEO runs for Senate on one issue: banning Tesla's FSD technology - Business Insider,2022-04-23,0.0,0.0,0.0
1039,"Tesla Takes a 9400 Mile, Solar-powered Road Trip - CleanTechnica",2022-04-23,0.0,0.0,0.0
1038,"'Elon was not the founder of Tesla, he acquired it': Bengaluru man tweets, Musk clarifies story - The Tribune India",2022-04-23,0.2263,0.0,0.11315
1030,Elon Musk says he confronted Bill Gates about shorting Tesla - CNBC,2022-04-23,-0.2023,0.0,-0.10115
1031,Elon Musk trolls Bill Gates with a meme to ‘lose a boner fast’: Here’s why the Tesla boss is unhappy with Microsoft founder - OpIndia,2022-04-23,-0.4215,-0.19999999999999998,-0.31074999999999997
1042,Tesla now uses cheaper batteries in half of its new cars - Notebookcheck.net,2022-04-23,0.0,-0.015151515151515152,-0.007575757575757576
1053,Elon Musk's next massive payday looms - CNN,2022-04-24,-0.1531,0.0,-0.07655
1062,Tesla wants redo on ruling that Musk's 'funding' tweets were false - Reuters,2022-04-25,0.0,-0.10000000000000003,-0.05000000000000002
1068,Elon Musk Touts Tesla's Auto Insurance After Warren Buffett's Warning - Markets Insider,2022-04-25,-0.3612,0.0,-0.1806
1067,Elon Musk's influence? Travis County tops Texas in electric vehicle ... - Austin American-Statesman,2022-04-25,0.5106,0.0,0.2553
1066,"Lithium shortages impact Tesla, other EV carmakers, numerous tech markets - Fox Business",2022-04-25,-0.1531,-0.0625,-0.1078
1065,Elon Musk Thinks Optimus Robot Could Be Bigger Than Tesla - ExtremeTech,2022-04-25,0.0,0.0,0.0
1064,Here's the Secret Behind Tesla's Industry-Leading Margins - The Motley Fool,2022-04-25,-0.4404,-0.0666666666666667,-0.25353333333333333
1063,Elon Musk privately raged at Saudi officials over his failed plan to ... - The Verge,2022-04-25,-0.743,-0.25,-0.4965
1061,Twitter kicks off deal negotiations with Tesla boss Musk: Report - Al Jazeera English,2022-04-25,0.0,0.0,0.0
1049,Breakingviews - Breakingviews: Elon Musk buys Tesla a pounding Chinese headache - Reuters,2022-04-25,0.0,0.0,0.0
1059,"Elon Musk says he wants free speech, but his track record suggests otherwise - CNBC",2022-04-25,0.2846,0.30000000000000004,0.2923
1058,Elon Musk Touts Tesla's Auto Insurance After Warren Buffett's Warning - Markets Insider,2022-04-25,-0.3612,0.0,-0.1806
1057,Elon Musk's influence? Travis County tops Texas in electric vehicle ownership - Austin American-Statesman,2022-04-25,0.5106,0.0,0.2553
1056,"Elon Musk says he wants free speech, but his track record suggests otherwise - CNBC",2022-04-25,0.2846,0.30000000000000004,0.2923
1055,Watch a driverless Tesla plough into a '$3.5m' private jet after its owner uses 'smart summon' - Euronews,2022-04-25,0.4019,0.10714285714285714,0.25452142857142857
1054,Elon Musk privately raged at Saudi officials over his failed plan to take Tesla private - The Verge,2022-04-25,-0.743,-0.16666666666666666,-0.4548333333333333
1052,Tesla collides with private jet while owner uses 'Smart Summon' mode - USA TODAY,2022-04-25,0.1531,0.10714285714285714,0.13012142857142858
1051,Tesla Reports Record Revenue in Q1 2022; Rising Raw Material Cost a Challenge - Counterpoint - Counterpoint Research,2022-04-25,0.0772,-0.23076923076923078,-0.0767846153846154
1050,Here's the Secret Behind Tesla's Industry-Leading Margins - The Motley Fool,2022-04-25,-0.4404,-0.0666666666666667,-0.25353333333333333
1078,FX & Hulu prep Elon Musk documentary exploring Tesla's Autopilot - TBI Vision,2022-04-26,0.25,0.0,0.125
1060,Tesla CEO Elon Musk buys Twitter: 4 things to know - Nikkei Asia,2022-04-26,0.0,0.0,0.0
1076,Elon Musk Offers a Biblical Idea to Settle a Hot Topic on Tesla - TheStreet,2022-04-26,0.0,0.175,0.0875
1075,Tesla titan: savior or controlling narcissist? - UTSA The Paisano,2022-04-26,0.0,0.0,0.0
1072,Video of the Day: Tesla crashes into Vision Jet - The Daily Universe - Universe.byu.edu,2022-04-26,0.25,0.0,0.125
1073,Musk says you can't save planet and short Tesla; ESG investors ... - Reuters,2022-04-26,-0.3875,0.0,-0.19375
1071,India says Tesla should not import cars from China for domestic sale - Reuters,2022-04-26,0.0,0.0,0.0
1070,Tesla Stock Plunge Wipes Out $128 Billion In Value As Twitter Deal Sparks Fears - Forbes,2022-04-26,-0.1027,0.0,-0.05135
1069,Tesla loses $126 bln in value amid Musk Twitter deal funding concern - Reuters,2022-04-26,0.0258,-0.3,-0.1371
1074,Will Elon Musk’s $150 Billion Tesla Margin Debt Benefit Bill Gates? - Forbes,2022-04-26,0.128,0.0,0.064
1086,A Complete Timeline of Elon Musk's Business Endeavors - TIME,2022-04-27,0.0,0.1,0.05
1088,Tax Break That Lured Tesla (TSLA) and Samsung to Texas Is Set to ... - Bloomberg,2022-04-27,0.0,0.0,0.0
1087,"DRC: Apple, Tesla and Intel may have benefitted from mines using ... - The Africa Report",2022-04-27,0.4019,0.0,0.20095
1085,Tesla’s Shift to Lithium-Iron Batteries Could Signal a Shift - dot.LA,2022-04-27,0.0,0.0,0.0
1077,"Apple, Tesla could be using conflict minerals — report - MINING.COM - MINING.com",2022-04-27,-0.3182,0.0,-0.1591
1083,Judge knocks down Elon Musk's bid to end SEC consent decree - CNBC,2022-04-27,0.2263,-0.1277777777777778,0.0492611111111111
1082,Musk loses bid to end SEC agreement on oversight of Tesla tweets - Reuters,2022-04-27,0.2263,-0.2,0.013149999999999995
1081,Maryland Today | Researcher Studies Tesla's Twitter Bot Boost - Maryland Today,2022-04-27,0.4019,0.0,0.20095
1080,Concern over Elon Musk's Twitter takeover wipes $126bn off Tesla ... - The Guardian,2022-04-27,0.0,0.0,0.0
1079,How Tesla Stock Price Might Affect Markets - The New York Times,2022-04-27,0.0,0.13636363636363635,0.06818181818181818
1084,Judge quashes Elon Musk’s attempt to end SEC settlement over Tesla tweets - TechCrunch,2022-04-27,0.0,-0.1,-0.05
