Date,Close/Last,Volume,Open,High,Low,PriceDifference
06/10/2021,203.3733,71758837,$201.2933,$205.53,$200.1666,0.07669999999998822
06/09/2021,199.5933,49753715,$200.7233,$203.93,$199.21,-3.780000000000001
06/08/2021,201.1966,78160238,$207.67,$207.6966,$198.50,1.6032999999999902
06/07/2021,201.71,67631047,$197.275,$203.3333,$194.2933,0.5134000000000185
06/04/2021,199.6833,72110707,$193.2366,$200.2033,$192.40,-2.0267000000000053
06/03/2021,190.9466,90335679,$200.60,$201.5166,$190.4066,-8.736700000000013
06/02/2021,201.7066,69908347,$206.71,$207.7866,$199.7133,10.76000000000002
06/01/2021,207.9666,54254675,$209.2666,$211.2666,$206.85,6.259999999999991
05/28/2021,208.4066,68211127,$209.50,$211.8633,$207.46,0.4399999999999977
05/27/2021,210.2833,79111778,$206.7466,$210.3766,$205.4033,1.8766999999999996
05/26/2021,206.3766,85917939,$202.52,$208.7233,$200.50,-3.9067000000000007
05/25/2021,201.5633,84017798,$202.4366,$204.6633,$198.57,-4.813299999999998
05/24/2021,202.1466,103674280,$193.8666,$204.8266,$191.2166,0.5833000000000084
05/21/2021,193.6266,78091808,$198.7033,$198.8933,$193.3333,-8.52000000000001
05/20/2021,195.5933,92463369,$191.6666,$196.2833,$190.3566,1.966700000000003
05/19/2021,187.82,118735212,$184.1833,$188.7366,$182.3266,-7.773300000000006
05/18/2021,192.6233,110491721,$189.3333,$198.75,$187.7933,4.803300000000007
05/17/2021,192.2766,96743410,$191.851,$196.5766,$187.0666,-0.34669999999999845
05/14/2021,196.58,100112590,$194.47,$197.6233,$190.1533,4.3034000000000106
05/13/2021,190.5633,132554773,$200.515,$202.1533,$186.55,-6.016700000000014
05/12/2021,196.63,101470960,$200.83,$206.8033,$195.5883,6.066699999999997
05/11/2021,205.7333,139511714,$199.7466,$209.0333,$198.5333,9.103300000000019
05/10/2021,209.68,94177269,$221.6333,$221.6833,$209.2033,3.9466999999999928
05/07/2021,224.1233,70407517,$221.9333,$230.00,$220.0733,14.443299999999994
05/06/2021,221.18,83353868,$226.92,$227.0066,$216.6666,-2.9432999999999936
05/05/2021,223.6466,65705677,$227.02,$228.4318,$222.4466,2.4665999999999997
05/04/2021,224.5333,89217969,$226.3133,$227.8154,$219.2336,0.8866999999999905
05/03/2021,228.3,81129428,$234.60,$235.3333,$226.8333,3.7667000000000144
04/30/2021,236.48,122276172,$222.53,$238.49,$222.0466,8.179999999999978
04/29/2021,225.6666,86536359,$233.17,$234.0833,$222.8334,-10.813400000000001
04/28/2021,231.4666,66813157,$232.1366,$236.1666,$231.20,5.800000000000011
04/27/2021,234.9133,88311009,$239.32,$241.3333,$234.45,3.4466999999999928
04/26/2021,246.0666,93115509,$247.00,$249.7666,$244.2017,11.153300000000002
04/23/2021,243.1333,85241679,$239.9333,$245.7866,$238.4866,-2.9333000000000027
04/22/2021,239.8966,106770791,$247.1666,$251.2566,$239.3466,-3.236699999999985
04/21/2021,248.04,93646539,$234.9233,$248.28,$232.6666,8.143399999999986
04/20/2021,239.6633,106827131,$239.14,$245.75,$236.895,-8.3767
04/19/2021,238.21,119058702,$239.8666,$241.80,$230.60,-1.4532999999999845
04/16/2021,246.5933,83938598,$242.8833,$249.8033,$241.5333,8.383299999999991
04/15/2021,246.2833,83546708,$247.70,$247.8966,$240.4366,-0.3100000000000023
04/14/2021,244.0766,147052305,$256.90,$260.2633,$242.6766,-2.2066999999999837
04/13/2021,254.1066,133958443,$237.5666,$254.3333,$236.8866,10.029999999999973
04/12/2021,233.9933,87407019,$228.5666,$234.9333,$227.3633,-20.11329999999998
04/09/2021,225.6733,64311276,$225.9233,$226.99,$223.1433,-8.319999999999993
04/08/2021,227.9333,71772997,$225.7933,$229.8499,$223.8816,2.259999999999991
04/07/2021,223.6566,78928298,$229.00,$230.46,$222.6133,-4.276700000000005
04/06/2021,230.54,84815528,$230.10,$232.1833,$227.1233,6.883399999999995
04/05/2021,230.35,125528323,$235.9033,$236.0533,$228.2333,-0.18999999999999773
04/01/2021,220.5833,105895151,$229.4566,$230.8067,$219.8066,-9.766699999999986
03/31/2021,222.6433,100011880,$215.54,$224.00,$213.7033,2.0600000000000023
03/30/2021,211.8733,118297092,$200.5833,$212.5533,$197.0033,-10.77000000000001
03/29/2021,203.7633,85910979,$205.2133,$205.4933,$198.6733,-8.110000000000014
03/26/2021,206.2366,101558500,$213.9566,$214.6066,$199.9633,2.473300000000023
03/25/2021,213.4633,117674562,$204.3333,$215.1666,$203.1666,7.226699999999994
03/24/2021,210.09,101385520,$222.6366,$222.6733,$210.0366,-3.3733000000000004
03/23/2021,220.72,91475619,$225.2566,$225.9333,$219.17,10.629999999999995
03/22/2021,223.3333,118536672,$228.1966,$233.2066,$222.9166,2.6133000000000095
03/19/2021,218.29,128681953,$215.5333,$219.0766,$208.2067,-5.043300000000016
03/18/2021,217.72,100107070,$228.0966,$229.7433,$217.3333,-0.5699999999999932
03/17/2021,233.9366,121117362,$218.9566,$234.5766,$217.0033,16.2166
03/16/2021,225.6266,96587020,$234.45,$235.9733,$223.6666,-8.310000000000002
03/15/2021,235.98,88270449,$231.3633,$237.7266,$228.0133,10.353399999999993
03/12/2021,231.2433,100751530,$223.3333,$231.6266,$222.0464,-4.736699999999985
03/11/2021,233.2,108761681,$233.1333,$234.1666,$225.7266,1.9566999999999837
03/10/2021,222.6866,181817028,$233.4333,$239.2833,$218.3533,-10.51339999999999
03/09/2021,224.5266,202570010,$202.7266,$226.03,$198.4033,1.8400000000000034
03/08/2021,187.6666,155360896,$200.1833,$206.7083,$186.2633,-36.860000000000014
03/05/2021,199.3166,268189407,$208.6866,$209.2806,$179.83,11.650000000000006
03/04/2021,207.1466,197758610,$218.60,$291.3133,$200.00,7.8300000000000125
03/03/2021,217.7333,90623889,$229.33,$233.5666,$217.235,10.586700000000008
03/02/2021,228.8133,71196487,$239.4266,$240.37,$228.3333,11.079999999999984
03/01/2021,239.4766,81408728,$230.0366,$290.6666,$228.35,10.663299999999992
02/26/2021,225.1666,123267522,$233.3333,$235.5666,$219.8366,-14.310000000000002
02/25/2021,227.4066,117071592,$242.05,$245.7355,$223.5266,2.240000000000009
02/24/2021,247.34,110300861,$237.2833,$248.3333,$231.39,19.933400000000006
02/23/2021,232.9466,199820660,$220.71,$237.8699,$206.3333,-14.393400000000014
02/22/2021,238.1666,111809171,$254.2133,$256.1666,$236.7333,5.219999999999999
02/19/2021,260.4333,56874786,$265.00,$265.5966,$259.1233,22.266699999999986
02/18/2021,262.46,53871185,$260.30,$264.8966,$258.7566,2.0267000000000053
02/17/2021,266.05,78236708,$259.6966,$266.6133,$254.0033,3.590000000000032
02/16/2021,265.4066,59406966,$272.6666,$273.6666,$264.1466,-0.6433999999999855
02/12/2021,272.04,71304937,$267.0866,$272.4433,$261.7768,6.633399999999995
02/11/2021,270.5533,64868256,$270.8133,$276.6266,$267.2416,-1.4867000000000417
02/10/2021,268.2733,108648281,$281.2116,$281.6066,$266.6733,-2.2799999999999727
02/09/2021,283.1533,45472955,$285.04,$286.60,$280.5833,14.879999999999995
02/08/2021,287.8066,60485166,$289.89,$292.59,$284.9166,4.6533000000000015
02/05/2021,284.0766,55699926,$281.6666,$288.2566,$279.6566,-3.730000000000018
02/04/2021,283.33,47437985,$285.00,$285.50,$277.8066,-0.7466000000000008
02/03/2021,284.8966,55030536,$292.34,$292.6933,$284.3548,1.566599999999994
02/02/2021,290.93,73038637,$281.56,$293.50,$280.7335,6.033400000000029
02/01/2021,279.9366,76174178,$271.43,$280.6666,$265.1867,-10.993400000000008
01/29/2021,264.51,104972260,$276.6666,$280.8033,$260.0333,-15.426600000000008
01/28/2021,278.4766,79134158,$273.3333,$282.6666,$267.00,13.966600000000028
01/27/2021,288.0533,82001888,$290.1166,$297.1666,$286.22,9.57669999999996
01/26/2021,294.3633,69394807,$297.1266,$298.6333,$290.5333,6.310000000000002
01/25/2021,293.6,123520212,$285.00,$300.1333,$279.6067,-0.7632999999999583
01/22/2021,282.2133,60199506,$278.1033,$282.6666,$276.2066,-11.386700000000019
01/21/2021,281.6633,61794396,$285.00,$285.2399,$280.4733,-0.5500000000000114
01/20/2021,283.4833,76997648,$286.2466,$286.50,$279.0933,1.8199999999999932
01/19/2021,281.5166,76100948,$279.2666,$283.3333,$277.6666,-1.966700000000003
01/15/2021,275.3866,116332812,$284.00,$286.6333,$273.0333,-6.1299999999999955
01/14/2021,281.6666,93798999,$281.13,$287.6666,$279.5833,6.28000000000003
01/13/2021,284.8033,99937510,$284.2533,$286.8233,$277.3333,3.136699999999962
01/12/2021,283.1466,138812174,$277.00,$289.3333,$275.78,-1.6567000000000007
01/11/2021,270.3966,178662468,$283.1333,$284.81,$267.874,-12.75
01/08/2021,293.34,225166613,$285.3333,$294.83,$279.4633,22.943399999999997
01/07/2021,272.0133,154496865,$259.21,$272.33,$258.40,-21.32669999999996
01/06/2021,251.9933,134099923,$252.83,$258.00,$249.70,-20.02000000000001
01/05/2021,245.0366,96735520,$241.22,$246.9466,$239.7333,-6.956700000000012
01/04/2021,243.2566,145914585,$239.82,$248.1633,$239.0631,-1.7800000000000011
12/31/2020,235.2233,148949805,$233.33,$239.5733,$230.3733,-8.033299999999997
12/30/2020,231.5933,128538073,$224.00,$232.20,$222.7867,-3.6299999999999955
12/29/2020,221.9966,68732437,$220.3333,$223.30,$218.3333,-9.596699999999998
12/28/2020,221.23,96835690,$224.8366,$227.1333,$220.2666,-0.766600000000011
12/24/2020,220.59,68596717,$214.33,$222.03,$213.6666,-0.6399999999999864
12/23/2020,215.3266,99518920,$210.7333,$217.1666,$207.5233,-5.26339999999999
12/22/2020,213.4466,155584936,$216.00,$216.6266,$204.7433,-1.8800000000000239
12/21/2020,216.62,174135797,$222.08,$222.8333,$215.3566,3.173400000000015
12/18/2020,231.6666,666378667,$222.9666,$231.6666,$209.5133,15.046599999999984
12/17/2020,218.6333,168810437,$209.3966,$219.6066,$206.50,-13.033299999999997
12/16/2020,207.59,126287443,$209.41,$210.8333,$201.6666,-11.043299999999988
12/15/2020,211.0833,135670694,$214.4266,$215.6333,$207.9333,3.493300000000005
12/14/2020,213.2766,156121966,$206.3333,$214.2499,$203.40,2.1932999999999936
12/11/2020,203.33,139424924,$205.0033,$208.00,$198.9333,-9.94659999999999
12/10/2020,209.0233,201249470,$191.4566,$209.25,$188.78,5.693299999999994
12/09/2020,201.4933,213873591,$217.8966,$218.1066,$196.00,-7.530000000000001
12/08/2020,216.6266,192795109,$208.5016,$217.0933,$206.1666,15.133299999999991
12/07/2020,213.92,168929147,$201.6399,$216.2618,$201.0166,-2.7066000000000088
12/04/2020,199.68,88203939,$197.0033,$199.68,$195.1666,-14.23999999999998
12/03/2020,197.7933,127656013,$196.6733,$199.6566,$194.1433,-1.886700000000019
12/02/2020,189.6066,143326964,$185.48,$190.5133,$180.4033,-8.186700000000002
12/01/2020,194.92,121148502,$199.1966,$199.2833,$190.6833,5.3134000000000015
11/30/2020,189.2,189009169,$200.7366,$202.60,$184.8366,-5.719999999999999
11/27/2020,195.2533,112683251,$193.72,$199.5933,$192.8166,6.053300000000007
11/25/2020,191.3333,146790495,$183.3533,$191.3333,$181.79,-3.9199999999999875
11/24/2020,185.1266,160945486,$180.1333,$186.6633,$175.40,-6.206700000000012
11/23/2020,173.95,150780915,$167.8333,$175.3333,$167.2633,-11.176600000000008
11/20/2020,163.2033,98735770,$165.9967,$167.50,$163.02,-10.746699999999976
11/19/2020,166.4233,187426069,$164.00,$169.537,$162.5233,3.219999999999999
11/18/2020,162.2133,234132083,$149.45,$165.3333,$147.8334,-4.210000000000008
11/17/2020,147.2033,183564858,$153.39,$154.00,$144.3367,-15.009999999999991
11/16/2020,136.03,80515928,$136.31,$137.4833,$134.6956,-11.173300000000012
11/13/2020,136.1667,59491056,$136.95,$137.5106,$133.8867,0.1366999999999905
11/12/2020,137.2533,59821506,$138.35,$141.00,$136.5067,1.0866000000000042
11/11/2020,139.0433,52073165,$138.8167,$139.565,$136.86,1.789999999999992
11/10/2020,136.7867,90852669,$140.03,$140.03,$132.01,-2.2565999999999917
11/09/2020,140.42,104499100,$146.50,$150.8333,$140.3333,3.6332999999999913
11/06/2020,143.3167,65118037,$145.3667,$145.5233,$141.4267,2.89670000000001
11/05/2020,146.03,85243569,$142.7667,$146.6667,$141.3334,2.713300000000004
11/04/2020,140.3267,96429190,$143.54,$145.1333,$139.0333,-5.703300000000013
11/03/2020,141.3,103055170,$136.5767,$142.59,$135.5633,0.9733000000000231
11/02/2020,133.5033,87063369,$131.3333,$135.66,$130.7667,-7.7967000000000155
10/30/2020,129.3467,127762933,$135.6318,$135.8638,$126.37,-4.156599999999997
10/29/2020,136.9433,67965937,$136.6533,$139.3533,$135.4867,7.596599999999995
10/28/2020,135.34,76354238,$138.8267,$139.5333,$135.3333,-1.6032999999999902
10/27/2020,141.56,68059537,$141.2533,$143.50,$140.0333,6.219999999999999
10/26/2020,140.0933,84717488,$137.21,$141.92,$136.6667,-1.466700000000003
10/23/2020,140.21,101150950,$140.6133,$140.962,$135.7934,0.11670000000000869
10/22/2020,141.93,119979582,$147.3067,$148.41,$141.5033,1.7199999999999989
10/21/2020,140.88,97111390,$140.90,$144.3167,$140.4167,-1.0500000000000114
10/20/2020,140.6467,94968879,$143.9167,$143.9167,$139.6834,-0.23329999999998563
10/19/2020,143.61,108863531,$148.7467,$149.00,$142.9567,2.963300000000004
10/16/2020,146.5567,98327650,$151.48,$151.9833,$146.2833,2.9466999999999928
10/15/2020,149.6267,107017061,$150.1033,$152.19,$147.50,3.069999999999993
10/14/2020,153.7667,144136184,$149.9267,$155.30,$149.1167,4.139999999999986
10/13/2020,148.8833,103391020,$147.7833,$149.63,$145.5333,-4.883399999999995
10/12/2020,147.4333,116373402,$147.3333,$149.58,$146.1933,-1.4499999999999886
10/09/2020,144.6667,86776989,$143.3767,$144.8633,$142.1534,-2.766600000000011
10/08/2020,141.9733,121263372,$146.1467,$146.3333,$141.7667,-2.693399999999997
10/07/2020,141.7667,129383143,$139.9567,$143.30,$137.9483,-0.20660000000000878
10/06/2020,137.9933,147438795,$141.2633,$142.9266,$135.35,-3.773399999999981
10/05/2020,141.8933,134168383,$141.1167,$144.5467,$139.7767,3.9000000000000057
10/02/2020,138.3633,214290111,$140.4633,$146.3767,$138.3333,-3.530000000000001
10/01/2020,149.3867,152224365,$146.92,$149.6267,$144.8067,11.023399999999981
09/30/2020,143.0033,144436724,$140.44,$144.6433,$140.1567,-6.383399999999995
09/29/2020,139.69,151024215,$138.6667,$142.8333,$137.20,-3.313299999999998
09/28/2020,140.4,149158695,$141.54,$142.6933,$138.5167,0.710000000000008
09/25/2020,135.78,201625400,$131.1567,$136.2441,$130.4333,-4.6200000000000045
09/24/2020,129.2633,289683209,$121.2667,$133.1667,$117.10,-6.516700000000014
09/23/2020,126.7867,285222569,$135.0533,$137.3833,$125.2934,-2.4765999999999906
09/22/2020,141.41,238742424,$143.20,$145.92,$139.20,14.6233
09/21/2020,149.7967,328430433,$151.0433,$151.8933,$135.69,8.38669999999999
09/18/2020,147.3833,259220486,$149.3133,$150.3333,$142.9333,-2.4133999999999958
09/17/2020,141.1433,230337503,$138.5333,$145.93,$136.00,-6.239999999999981
09/16/2020,147.2533,217640302,$146.6233,$152.5967,$145.1033,6.109999999999985
09/15/2020,149.92,291894719,$145.52,$153.98,$143.5667,2.6666999999999916
09/14/2020,139.8733,249061855,$126.9833,$140.00,$124.4333,-10.046699999999987
09/11/2020,124.24,182152398,$127.3133,$127.50,$120.1667,-15.633300000000006
09/10/2020,123.78,254791855,$128.7367,$132.9967,$120.1867,-0.45999999999999375
09/09/2020,122.0933,238397334,$118.8667,$123.00,$113.8367,-1.6867000000000019
09/08/2020,110.07,346397135,$118.6667,$122.9133,$109.96,-12.023300000000006
09/04/2020,139.44,330965733,$134.27,$142.6667,$124.0067,29.370000000000005
09/03/2020,135.6667,262788296,$135.7433,$143.9333,$134.00,-3.773300000000006
09/02/2020,149.1233,288528419,$159.6633,$159.68,$135.0402,13.456600000000009
09/01/2020,158.35,270358287,$167.38,$167.4966,$156.8367,9.226699999999994
08/31/2020,166.1067,355123236,$148.2033,$166.7133,$146.7033,7.756699999999995
08/28/2020,147.5601,301217549,$153.0081,$154.5661,$145.7681,-18.546599999999984
08/27/2020,149.2501,355395422,$145.3641,$153.0401,$142.8334,1.6899999999999977
08/26/2020,143.5447,213590593,$137.3334,$144.4001,$136.9087,-5.705399999999997
08/25/2020,134.8894,159883270,$131.6594,$135.1967,$131.2001,-8.655300000000011
08/24/2020,134.2801,300954150,$141.7517,$141.9334,$128.5014,-0.6092999999999904
08/21/2020,136.6654,322343239,$136.3174,$139.6994,$135.0034,2.385300000000001
08/20/2020,133.4554,309176845,$124.0454,$134.7994,$123.8041,-3.210000000000008
08/19/2020,125.2354,183079858,$124.3334,$127.4001,$122.7474,-8.219999999999999
08/18/2020,125.8061,247117226,$126.5994,$128.2601,$123.0074,0.5707000000000022
08/17/2020,122.3761,303634648,$111.8001,$123.0574,$111.5221,-3.430000000000007
08/14/2020,110.0474,188664056,$110.9994,$111.2534,$108.4427,-12.328699999999998
08/13/2020,108.0667,306379497,$107.4001,$110.0787,$104.4841,-1.9806999999999988
08/12/2020,103.6507,328482286,$98.00,$105.6667,$95.6667,-4.415999999999997
08/11/2020,91.626,129387445,$93.0667,$94.6667,$91.00,-12.024699999999996
08/10/2020,94.5714,112833904,$96.5334,$97.1667,$92.3894,2.9453999999999922
08/07/2020,96.8474,133446233,$99.9692,$99.9834,$94.334,2.2759999999999962
08/06/2020,99.3054,89884650,$99.3887,$101.1541,$98.484,2.4580000000000126
08/05/2020,99.0014,74670188,$99.5327,$99.9893,$97.8874,-0.30400000000000205
08/04/2020,99.1334,126224787,$99.6674,$101.8274,$97.4667,0.1319999999999908
08/03/2020,99.0,132140124,$96.6134,$100.6541,$96.2923,-0.13339999999999463
07/31/2020,95.384,183704308,$101.0001,$101.1367,$94.732,-3.6159999999999997
07/30/2020,99.166,114315528,$99.20,$100.8827,$98.0667,3.7819999999999965
07/29/2020,99.9407,141403324,$100.0667,$102.3207,$99.1334,0.7747000000000099
07/28/2020,98.4327,237130381,$100.2667,$104.3134,$98.2947,-1.5080000000000098
07/27/2020,102.6401,240729930,$95.6667,$103.1961,$94.2001,4.207400000000007
07/24/2020,94.4667,290949155,$94.4007,$97.6667,$91.1027,-8.1734
07/23/2020,100.8714,364927318,$111.9301,$112.6001,$98.718,6.404699999999991
07/22/2020,106.1554,212416094,$106.6001,$108.4281,$104.1334,5.284000000000006
07/21/2020,104.5574,242359079,$109.3287,$111.6667,$103.8667,-1.597999999999999
07/20/2020,109.5334,256820422,$101.2674,$110.0001,$99.20,4.975999999999999
07/17/2020,100.0561,139949510,$100.8967,$102.5007,$99.3334,-9.4773
07/16/2020,100.0427,214511743,$98.4774,$102.1141,$97.7334,-0.013400000000004297
07/15/2020,103.0674,245517327,$102.8667,$103.3334,$97.1334,3.02470000000001
07/14/2020,101.1201,351271924,$103.7334,$106.0001,$95.40,-1.9473000000000127
07/13/2020,99.804,584780108,$110.6001,$119.6661,$98.0741,-1.3160999999999916
07/10/2020,102.9767,350063075,$93.0667,$103.2611,$91.7341,3.172699999999992
07/09/2020,92.952,175763912,$93.1327,$93.904,$90.0854,-10.024699999999996
07/08/2020,91.0587,244669528,$93.6667,$94.484,$87.4227,-1.8932999999999964
07/07/2020,92.6574,322344739,$93.6674,$95.30,$89.114,1.5986999999999938
07/06/2020,91.4387,308547746,$85.1127,$91.8527,$84.403,-1.2186999999999983
07/02/2020,80.5774,258751671,$81.432,$81.8667,$79.04,-10.8613
07/01/2020,74.642,199903400,$72.20,$75.6887,$72.0334,-5.935400000000001
06/30/2020,71.9874,253777373,$67.10,$72.5127,$66.9154,-2.654600000000002
06/29/2020,67.29,135395992,$64.6007,$67.3334,$63.2347,-4.697399999999988
06/26/2020,63.9827,132823554,$66.3187,$66.3334,$63.658,-3.307300000000005
06/25/2020,65.732,138818166,$63.618,$65.732,$62.4767,1.749299999999998
06/24/2020,64.0567,164393768,$66.274,$66.7257,$63.5428,-1.675299999999993
06/23/2020,66.7854,95479017,$66.592,$67.4667,$66.2674,2.7286999999999892
06/22/2020,66.288,95435202,$66.6634,$67.2587,$66.0014,-0.49739999999999895
06/19/2020,66.7267,130196170,$67.5187,$67.7314,$66.0894,0.4386999999999972
06/18/2020,66.9307,146278967,$66.8667,$67.9467,$66.2981,0.20400000000000773
06/17/2020,66.1194,148361926,$65.8474,$67.00,$65.5048,-0.8113000000000028
06/16/2020,65.4754,210766095,$67.4567,$67.5254,$64.1594,-0.6440000000000055
06/15/2020,66.06,235457582,$61.186,$66.5894,$60.5667,0.5846000000000089
06/12/2020,62.352,251450424,$65.3334,$65.8654,$60.84,-3.7080000000000055
06/11/2020,64.856,238747081,$66.0134,$67.9307,$64.80,2.503999999999998
06/10/2020,68.3367,278451011,$66.1254,$68.4987,$65.50,3.480699999999999
06/09/2020,62.7114,170822165,$62.6674,$63.6294,$61.5954,-5.625299999999996
06/08/2020,63.328,212620844,$61.2667,$63.3334,$60.6107,0.6166000000000054
06/05/2020,59.044,117178696,$58.5227,$59.1014,$57.7467,-4.284000000000006
06/04/2020,57.6254,133315628,$59.3254,$59.7167,$57.2294,-1.4185999999999979
06/03/2020,58.864,119241975,$59.208,$59.8627,$58.6734,1.2385999999999981
06/02/2020,58.7707,203483898,$59.6467,$60.5774,$58.0667,-0.09329999999999927
06/01/2020,59.8734,226279387,$57.20,$59.9334,$56.94,1.1026999999999987
05/29/2020,55.6667,177187261,$53.9167,$55.6667,$53.614,-4.206699999999998
05/28/2020,53.7207,109136555,$54.234,$54.9834,$53.446,-1.945999999999998
05/27/2020,54.682,173242863,$54.724,$55.1807,$52.3334,0.9613000000000014
05/26/2020,54.5914,121345979,$55.6334,$55.64,$54.3804,-0.09060000000000201
05/22/2020,54.4587,149812050,$54.8116,$55.452,$54.1334,-0.13269999999999982
05/21/2020,55.1734,183818608,$54.40,$55.50,$53.0667,0.7147000000000006
05/20/2020,54.3707,109639010,$54.70,$55.0667,$54.12,-0.8027000000000015
05/19/2020,53.8674,144547758,$54.3447,$54.8047,$53.7387,-0.5032999999999959
05/18/2020,54.242,175471412,$55.1854,$55.648,$53.592,0.3745999999999938
05/15/2020,53.278,157776371,$52.69,$53.6699,$52.4368,-0.9639999999999986
05/14/2020,53.5554,205232747,$52.00,$53.5574,$50.9334,0.2774000000000001
05/13/2020,52.7307,285982207,$54.722,$55.0667,$50.8867,-0.8247
05/12/2020,53.9607,238603531,$55.1334,$56.2194,$53.8667,1.230000000000004
05/11/2020,54.086,247793876,$52.7007,$54.9334,$52.3334,0.12529999999999575
05/08/2020,54.628,241951229,$52.918,$54.9334,$52.4674,0.5420000000000016
05/07/2020,52.0027,172915264,$51.814,$53.0934,$51.49,-2.625300000000003
05/06/2020,52.172,166848367,$51.7667,$52.6534,$50.7407,0.16929999999999978
05/05/2020,51.214,254874773,$52.6527,$53.2614,$50.812,-0.9579999999999984
05/04/2020,50.746,288556206,$46.7334,$50.80,$46.5334,-0.4679999999999964
05/01/2020,46.7547,487976906,$50.3334,$51.518,$45.536,-3.9913000000000025
04/30/2020,52.1254,427077536,$57.0127,$57.988,$50.90,5.370699999999999
04/29/2020,53.3674,243239578,$52.678,$53.5467,$52.2107,1.2420000000000044
04/28/2020,51.2747,228329286,$53.0427,$53.6667,$50.446,-2.0927000000000007
04/27/2020,53.25,310221445,$49.174,$53.2994,$49.00,1.9752999999999972
04/24/2020,48.3434,198564051,$47.3874,$48.7154,$46.5454,-4.906599999999997
04/23/2020,47.042,198550401,$48.5067,$48.9334,$46.8754,-1.301400000000001
04/22/2020,48.8074,213372343,$46.932,$48.9334,$45.914,1.7653999999999996
04/21/2020,45.7814,303136198,$48.6747,$50.222,$44.9194,-3.0260000000000034
04/20/2020,49.7574,221195439,$48.8467,$51.038,$47.4807,3.975999999999999
04/17/2020,50.2594,196923352,$51.4854,$51.6634,$49.844,0.5020000000000024
04/16/2020,49.6807,309867745,$47.796,$50.63,$47.1144,-0.5786999999999978
04/15/2020,48.6554,353654823,$49.4667,$50.2087,$47.3334,-1.0253000000000014
04/14/2020,47.326,458647421,$46.598,$49.4587,$46.162,-1.3293999999999997
04/13/2020,43.3967,337131131,$39.344,$43.4667,$38.702,-3.929299999999998
04/09/2020,38.2,204749898,$37.4727,$38.3455,$37.1407,-5.1967
04/08/2020,36.5894,189840205,$36.9467,$37.1472,$35.5554,-1.6106000000000051
04/07/2020,36.3634,268796566,$36.3334,$37.6667,$35.4894,-0.2259999999999991
04/06/2020,34.416,223527488,$34.08,$34.7334,$33.1973,-1.9474000000000018
04/03/2020,32.0007,338431031,$33.9667,$34.366,$31.226,-2.415299999999995
04/02/2020,30.298,297876301,$32.0687,$32.9507,$29.76,-1.7027000000000037
04/01/2020,32.104,200297600,$33.60,$34.2637,$31.6733,1.806000000000001
03/31/2020,34.9334,266572217,$33.4167,$36.1974,$33.1333,2.8293999999999997
03/30/2020,33.4754,179970960,$34.0174,$34.4432,$32.7487,-1.4579999999999984
03/27/2020,34.2907,215661042,$33.6667,$35.0534,$32.9353,0.8153000000000006
03/26/2020,35.2107,261331069,$36.4927,$37.3334,$34.15,0.9200000000000017
03/25/2020,35.95,318341091,$36.35,$37.1334,$34.074,0.7393000000000001
03/24/2020,33.6667,343427378,$31.82,$34.246,$31.60,-2.283300000000004
03/23/2020,28.9527,246818127,$28.9067,$29.4667,$27.3667,-4.713999999999999
03/20/2020,28.502,424282288,$29.2133,$31.80,$28.386,-0.4507000000000012
03/19/2020,28.5093,452931674,$24.9798,$30.1333,$23.8973,0.00730000000000075
03/18/2020,24.0813,356792222,$25.9333,$26.9907,$23.3673,-4.428000000000001
03/17/2020,28.68,359918520,$29.334,$31.4567,$26.40,4.598700000000001
03/16/2020,29.6713,307341746,$31.30,$32.9913,$29.478,0.991299999999999
03/13/2020,36.4414,339603580,$39.6667,$40.5047,$33.4667,6.770100000000003
03/12/2020,37.37,283635608,$38.726,$39.6334,$36.4167,0.9285999999999959
03/11/2020,42.282,201203749,$42.68,$43.572,$40.8667,4.911999999999999
03/10/2020,43.022,233916483,$43.962,$44.5334,$40.5334,0.740000000000002
03/09/2020,40.5334,256105972,$40.3594,$44.1999,$40.3334,-2.488599999999998
03/06/2020,46.8987,189943705,$46.0003,$47.1334,$45.618,6.365299999999998
03/05/2020,48.3027,162789819,$48.2514,$49.7167,$47.8714,1.4040000000000035
03/04/2020,49.9667,225734587,$50.9307,$51.1014,$48.3157,1.6640000000000015
03/03/2020,49.7007,386759807,$53.6667,$53.7987,$47.7407,-0.26600000000000534
03/02/2020,49.5747,302924699,$47.4174,$49.5794,$45.778,-0.12599999999999767
02/28/2020,44.5327,368462366,$41.98,$46.0347,$40.768,-5.042000000000002
02/27/2020,45.2667,364157218,$48.6667,$49.318,$44.60,0.7340000000000018
02/26/2020,51.92,212307494,$52.1667,$54.2207,$51.7407,6.6533000000000015
02/25/2020,53.3274,259357070,$56.60,$57.1067,$52.4667,1.4073999999999955
02/24/2020,55.586,227882286,$55.9334,$57.5667,$54.8134,2.2586000000000013
02/21/2020,60.0667,215091642,$60.4654,$60.8707,$58.6967,4.480699999999999
02/20/2020,59.9607,264523218,$60.7967,$60.80,$57.3294,-0.10599999999999454
02/19/2020,61.1614,381344209,$61.5667,$62.9854,$60.068,1.2006999999999977
02/18/2020,57.2267,250475425,$56.1067,$57.3334,$55.4907,-3.9346999999999994
02/14/2020,53.3354,235405532,$52.4814,$54.198,$52.3667,-3.891300000000001
02/13/2020,53.6,394340053,$49.456,$54.5334,$49.00,0.2646000000000015
